title,vote_average,vote_count,status,release_date,revenue,runtime,adult,budget,original_language,original_title,overview,tagline,genres,production_companies,production_countries,spoken_languages,keywords,id
The Simpsons Movie,6.999,7430,Released,2007-07-25,527068851,87,False,75000000,en,The Simpsons Movie,"After Homer accidentally pollutes the town's water supply, Springfield is encased in a gigantic dome by the EPA and the Simpsons are declared fugitives.",See our family. And feel better about yours.,"Animation, Comedy, Family","Gracie Films, 20th Century Fox",United States of America,English,"garbage, pollution, quarantine, environmental protection agency, parent child relationship, dysfunctional family, dysfunctional marriage, ecology, first love, duringcreditsstinger, based on tv series, lighthearted",892
The Sixth Sense,7.944,10754,Released,1999-08-06,672806292,107,False,40000000,en,The Sixth Sense,"Following an unexpected tragedy, child psychologist Malcolm Crowe meets a nine year old boy named Cole Sear, who is hiding a dark secret.",Not every gift is a blessing.,"Mystery, Thriller, Drama","Spyglass Entertainment, The Kennedy/Marshall Company, Hollywood Pictures, Barry Mendel Productions",United States of America,"Latin, Spanish, English","dying and death, child abuse, philadelphia, pennsylvania, sense of guilt, afterlife, marriage crisis, loss of loved one, confidence, psychology, paranormal phenomena, single, psychological thriller, cowardliness, single mother, school play, ghost, child, spiritism, ghost child",893
The Social Network,7.358,11190,Released,2010-10-01,224920315,121,False,40000000,en,The Social Network,"The tale of a new breed of cultural insurgent: a punk genius who sparked a revolution and changed the face of human interaction for a generation, and perhaps forever.",You don't get to 500 million friends without making a few enemies.,Drama,"Columbia Pictures, Relativity Media, Scott Rudin Productions, Michael De Luca Productions, Trigger Street Productions",United States of America,English,"hacker, based on novel or book, boston, massachusetts, ex-girlfriend, harvard university, narcissism, based on true story, hacking, historical fiction, twins, double cross, misogyny, creator, frat party, social network, deposition, intellectual property, entrepreneur, arrogance, social media, young entrepreneur, facebook, legal drama, boat racing",894
The Sorcerer's Apprentice,6.106,4637,Released,2010-07-13,215283742,109,False,150000000,en,The Sorcerer's Apprentice,"Balthazar Blake is a master sorcerer in modern-day Manhattan trying to defend the city from his arch-nemesis, Maxim Horvath. Balthazar can't do it alone, so he recruits Dave Stutler, a seemingly average guy who demonstrates hidden potential, as his reluctant protégé. The sorcerer gives his unwilling accomplice a crash course in the art and science of magic, and together, these unlikely partners work to stop the forces of darkness.",It's The Coolest Job Ever.,"Fantasy, Adventure, Action","Walt Disney Pictures, Jerry Bruckheimer Films, Saturn Films, Broken Road Productions, Junction Entertainment",United States of America,English,"witch, mission, magic, mystic, castle, sorcerer's apprentice, sorcery, sorcerer, falling in love, based on movie, reflection, magic trick, wizard, aftercreditsstinger, magical creature, statue, college student, electric power, morgana, magician, magic book, live action remake, good versus evil, electricity, spell & sorcery, salem witch, magic shop, magic ring, callback, raising the dead",895
The Suicide Squad,7.557,7692,Released,2021-07-28,168717425,132,False,185000000,en,The Suicide Squad,"Supervillains Harley Quinn, Bloodsport, Peacemaker and a collection of nutty cons at Belle Reve prison join the super-secret, super-shady Task Force X as they are dropped off at the remote, enemy-infused island of Corto Maltese.",They're dying to save the world.,"Action, Comedy, Adventure","DC Films, Atlas Entertainment, The Safran Company, Warner Bros. Pictures",United States of America,"English, French, Spanish","monster, secret mission, superhero, anti hero, giant monster, gore, based on comic, alien, betrayal, alien invasion, convict, parasite, super villain, world domination, aftercreditsstinger, dc extended universe (dceu), muscular men, character deaths",896
The Super Mario Bros. Movie,7.775,6743,Released,2023-04-05,1355725263,93,False,100000000,en,The Super Mario Bros. Movie,"While working underground to fix a water main, Brooklyn plumbers—and brothers—Mario and Luigi are transported down a mysterious pipe and wander into a magical new world. But when the brothers are separated, Mario embarks on an epic quest to find Luigi.",Not all heroes wear capes. Some wear overalls.,"Animation, Family, Adventure, Fantasy, Comedy","Universal Pictures, Illumination, Nintendo","Japan, United States of America",English,"gorilla, plumber, anthropomorphism, magic mushroom, based on video game, toad, aftercreditsstinger, duringcreditsstinger, damsel in distress, piano, brother brother relationship, illumination, evil king, cliché",897
The Terminal,7.33,7241,Released,2004-06-17,219417255,128,False,60000000,en,The Terminal,"Viktor Navorski is a man without a country; his plane took off just as a coup d'etat exploded in his homeland, leaving it in shambles, and now he's stranded at Kennedy Airport, where he's holding a passport that nobody recognizes. While quarantined in the transit lounge until authorities can figure out what to do with him, Viktor simply goes on living – and courts romance with a beautiful flight attendant.",Life is waiting.,"Comedy, Drama","Amblin Entertainment, Parkes/MacDonald Productions, DreamWorks Pictures",United States of America,"Bulgarian, English, French, Russian, Spanish","new york city, friendship, marriage proposal, airport, stewardess, translation, illegal immigration, language barrier, jfk international airport, immigration law, craftsman, fast food restaurant, jazz singer or musician, saxophonist, autograph, passport, eastern european, jazz history",898
The Terminator,7.646,11874,Released,1984-10-26,78371200,108,False,6400000,en,The Terminator,"In the post-apocalyptic future, reigning tyrannical supercomputers teleport a cyborg assassin known as the ""Terminator"" back to 1984 to kill Sarah Connor, whose unborn son is destined to lead insurgents against 21st century mechanical hegemony. Meanwhile, the human-resistance movement dispatches a lone warrior to safeguard Sarah. Can he stop the virtually indestructible killing machine?",Your future is in its hands.,"Action, Thriller, Science Fiction","Orion Pictures, Pacific Western, Hemdale Film, Cinema 84, Euro Film Funding","United Kingdom, United States of America","English, Spanish","artificial intelligence (a.i.), saving the world, laser gun, cyborg, killer robot, shotgun, rebel, dystopia, villain, time travel, slasher, los angeles, california, electronic music score, urban setting, future war, savior, tech noir, aggressive, time paradox, action hero, griffith observatory, good versus evil, terminator",899
The Theory of Everything,7.86,10069,Released,2014-11-26,123726688,123,False,15000000,en,The Theory of Everything,"The Theory of Everything is the extraordinary story of one of the world’s greatest living minds, the renowned astrophysicist Stephen Hawking, who falls deeply in love with fellow Cambridge student Jane Wilde.",His Mind Changed Our World. Her Love Changed His.,"Drama, Romance",Working Title Films,United Kingdom,"Latin, English, French, Italian","husband wife relationship, biography, based on true story, physicist, based on memoir or autobiography, fictional biography, motor neuron disease, als, cambridge university",900
The Thing,8.045,6232,Released,1982-06-25,19629760,109,False,15000000,en,The Thing,"A team of American scientists investigate the empty, destroyed base of their Norwegian counterparts in Antarctica, only to discover a terrifying life force that can take the form of its prey.",Man is The Warmest Place to Hide.,"Horror, Mystery, Science Fiction","Universal Pictures, Turman-Foster Company, Province of BC, Ministry of Tourism, Film Promotion Office","Canada, United States of America","English, Norwegian","spacecraft, space marine, based on novel or book, isolation, mutation, paranoia, snowstorm, research station, alien life-form, alien, remake, creature, helicopter pilot, antarctica, shape shifting alien, alien infection, sled dogs, alien monster, alien parasites, isolated place, uncertainty, body horror, ambiguity",901
The Tourist,6.178,5097,Released,2010-12-08,278731369,103,False,100000000,en,The Tourist,"American tourist Frank meets mysterious British woman Elsie on the train to Venice. Romance seems to bud, but there's more to her than meets the eye.",It all started when he met a woman.,"Action, Thriller, Romance","Columbia Pictures, Spyglass Entertainment, Peninsula Films, StudioCanal, GK Films, Cineroma SRL, Mandate International","France, Italy, United Kingdom, United States of America","English, French, Italian, Russian, Spanish","hotel, paris, france, undercover agent, venice, italy, fake identity, boat chase",902
The Town,7.2,4616,Released,2010-09-15,154026136,125,False,37000000,en,The Town,"Doug MacRay is a longtime thief, who, smarter than the rest of his crew, is looking for his chance to exit the game. When a bank job leads to the group kidnapping an attractive branch manager, he takes on the role of monitoring her – but their burgeoning relationship threatens to unveil the identities of Doug and his crew to the FBI Agent who is on their case.",Welcome to the bank robbery capital of America.,"Crime, Drama, Thriller","Legendary Pictures, GK Films, Thunder Road, Warner Bros. Pictures","United Kingdom, United States of America",English,"drug dealer, based on novel or book, ambulance, boston, massachusetts, money laundering, bank manager, massachusetts, florist, flower shop, stolen money, hold-up robbery, volunteer, heist, friends, boston garden, police chase, best friend, bank robbery, car fire, fenway park",903
The Transporter,6.696,4902,Released,2002-10-02,43928932,92,False,21000000,en,The Transporter,"Former Special Forces officer, Frank Martin will deliver anything to anyone for the right price, and his no-questions-asked policy puts him in high demand. But when he realizes his latest cargo is alive, it sets in motion a dangerous chain of events. The bound and gagged Lai is being smuggled to France by a shady American businessman, and Frank works to save her as his own illegal activities are uncovered by a French detective.",Rules are made to be broken.,"Action, Crime, Thriller","TF1 Films Production, EuropaCorp, Current Entertainment, Canal+","United States of America, France","English, French, Mandarin","martial arts, transporter, france, human trafficking, organized crime, police chase, gunfight, explosion, young woman, getaway driver, assassination attempt, rules, bmw, ex special forces, french police, french detective, nice france, precision, transport, no questions asked, french inspector, modified vehicle",904
The Truman Show,8.133,16827,Released,1998-06-04,264118201,103,False,60000000,en,The Truman Show,"Truman Burbank is the star of The Truman Show, a 24-hour-a-day reality TV show that broadcasts every aspect of his life without his knowledge. His entire life has been an unending soap opera for consumption by the rest of the world. And everyone he knows, including his wife and his best friend, is really an actor, paid to be part of his life.",On the air. Unaware.,"Comedy, Drama","Paramount, Scott Rudin Productions",United States of America,English,"paranoia, dystopia, suspicion, video surveillance, deception, hidden camera, simulated reality , television producer, tv show in film, make believe",905
The Twilight Saga: Breaking Dawn - Part 1,6.201,8228,Released,2011-11-16,712171856,117,False,110000000,en,The Twilight Saga: Breaking Dawn - Part 1,The new found married bliss of Bella Swan and vampire Edward Cullen is cut short when a series of betrayals and misfortunes threatens to destroy their world.,Forever is just the beginning,"Adventure, Fantasy, Romance","Summit Entertainment, Sunswept Entertainment, TSBD Canada Productions, TSBD Louisiana, TSBD Productions, Temple Hill Entertainment, Total Entertainment",United States of America,"English, Portuguese","based on novel or book, vampire, hybrid, teen movie, werewolf, supernatural creature, dead, duringcreditsstinger, based on young adult novel",906
The Twilight Saga: Breaking Dawn - Part 2,6.468,8352,Released,2012-11-13,829747654,115,False,120000000,en,The Twilight Saga: Breaking Dawn - Part 2,"After the birth of Renesmee, the Cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the Volturi.",The epic finale that will live forever,"Adventure, Fantasy, Drama, Romance","Summit Entertainment, Temple Hill Entertainment, Sunswept Entertainment, Lionsgate",United States of America,English,"based on novel or book, vampire, villainess, romance, teen movie, werewolf, supernatural creature, super strength, imprinting, cross breed, bloodsucker, grudge, chief of police, wolf pack, misinformation, seeing the future, based on young adult novel",907
The Twilight Saga: Eclipse,6.214,8226,Released,2010-06-23,698491347,124,False,68000000,en,The Twilight Saga: Eclipse,"Bella once again finds herself surrounded by danger as Seattle is ravaged by a string of mysterious killings and a malicious vampire continues her quest for revenge. In the midst of it all, she is forced to choose between her love for Edward and her friendship with Jacob, knowing that her decision has the potential to ignite the ageless struggle between vampire and werewolf. With her graduation quickly approaching, Bella is confronted with the most important decision of her life.",It all begins... with a choice.,"Adventure, Fantasy, Drama, Romance","Summit Entertainment, Temple Hill Entertainment, Imprint Entertainment, Maverick Films, Sunswept Entertainment",United States of America,English,"based on novel or book, immortality, vampire, bite, graduation, teen movie, werewolf, based on young adult novel, supernatural power, vampire human love",908
The Twilight Saga: New Moon,6.003,8614,Released,2009-11-18,709827462,131,False,50000000,en,The Twilight Saga: New Moon,"Forks, Washington resident Bella Swan is reeling from the departure of her vampire love, Edward Cullen, and finds comfort in her friendship with Jacob Black, a werewolf. But before she knows it, she's thrust into a centuries-old conflict, and her desire to be with Edward at any cost leads her to take greater and greater risks.",The Next Chapter Begins.,"Adventure, Fantasy, Drama, Romance","Summit Entertainment, Temple Hill Entertainment, Maverick Films, Imprint Entertainment, Sunswept Entertainment",United States of America,"English, Italian","moon, based on novel or book, vampire, teen movie, werewolf, interspecies romance, based on young adult novel, supernatural power, good versus evil, vampire human love",909
The Untouchables,7.77,5181,Released,1987-06-03,76270454,119,False,25000000,en,The Untouchables,"Young Treasury Agent Eliot Ness arrives in Chicago and is determined to take down Al Capone, but it's not going to be easy because Capone has the police in his pocket. Ness meets Jim Malone, a veteran patrolman and probably the most honorable one on the force. He asks Malone to help him get Capone, but Malone warns him that if he goes after Capone, he is going to war.",What are you prepared to do?,"Crime, Drama, History, Thriller",Paramount,United States of America,English,"chicago, illinois, prohibition era, gangster, baseball bat, white suit, tough cop, treasury agent, untouchable, tax evasion, jury tampering, 1930s",910
The Usual Suspects,8.195,9604,Released,1995-07-19,23341568,106,False,6000000,en,The Usual Suspects,"Held in an L.A. interrogation room, Verbal Kint attempts to convince the feds that a mythic crime lord, Keyser Soze, not only exists, but was also responsible for drawing him and his four partners into a multi-million dollar heist that ended with an explosion in San Pedro harbor – leaving few survivors. Verbal lures his interrogators with an incredible story of the crime lord's almost supernatural prowess.",Five criminals. One line up. No coincidence.,"Drama, Crime, Thriller","Bad Hat Harry Productions, Blue Parrot Productions",United States of America,"Spanish, English, French, Hungarian","new york city, relatives, heist, gay interest, flashback, police corruption, whodunit, theft, criminal, criminal mastermind, cargo ship, mind game, neo-noir, mystery villain",911
The Visit,6.317,4370,Released,2015-09-10,98450062,94,False,5000000,en,The Visit,"A brother and sister are sent to their grandparents' remote Pennsylvania farm for a week, where they discover that the elderly couple is involved in something deeply disturbing.",No one loves you like your grandparents.,"Horror, Mystery","Blumhouse Productions, Blinding Edge Pictures",United States of America,English,"farm, rap music, sibling relationship, pennsylvania, usa, grandparents, murder, single mother, oven, found footage, hide and seek, diaper",912
The Witch,6.927,6398,Released,2015-01-27,40423945,92,False,3500000,en,The Witch,"In 1630, a farmer relocates his family to a remote plot of land on the edge of a forest where strange, unsettling things happen. With suspicion and paranoia mounting, each family member's faith, loyalty and love are tested in shocking ways.",Evil takes many forms.,"Drama, Fantasy, Horror, Mystery","Very Special Projects, Parts and Labor, RT Features, Rooks Nest Entertainment, Maiden Voyage Pictures, Pulse Films, Scythia Films, Code Red Productions, Mott Street Pictures","Brazil, Canada, United Kingdom, United States of America",English,"witch, isolation, magic, possession, black magic, older woman seduces younger guy, new hampshire, woods, goat, puritan, religion, crying, false accusations, witchcraft, new england, praying, 17th century, folk horror, evil force, corruption of a minor, english colony",913
The Wizard of Oz,7.571,5112,Released,1939-08-15,33754967,102,False,2777000,en,The Wizard of Oz,"Young Dorothy finds herself in a magical world where she makes friends with a lion, a scarecrow and a tin man as they make their way along the yellow brick road to talk with the Wizard and ask for the things they miss most in their lives. The Wicked Witch of the West is the only thing that could stop them.","We're off to see the Wizard, the wonderful Wizard of Oz!","Adventure, Fantasy, Family",Metro-Goldwyn-Mayer,United States of America,English,"witch, adolescence, dream, based on novel or book, secret identity, lion, tornado, twister, scarecrow, musical, kansas, usa, imaginary land, cowardliness, monkey, female villain, wizard, sepia color, hourglass, red shoes, based on young adult novel, tin man, exuberant, vibrant",914
The Wolf of Wall Street,8.035,22222,Released,2013-12-25,392000000,180,False,100000000,en,The Wolf of Wall Street,"A New York stockbroker refuses to cooperate in a large securities fraud case involving corruption on Wall Street, corporate banking world and mob infiltration. Based on Jordan Belfort's autobiography.",Earn. Spend. Party.,"Crime, Drama, Comedy","EMJAG Productions, Red Granite Pictures, Appian Way, Sikelia Productions",United States of America,"English, French","corruption, drug addiction, anti hero, con man, fraud, wall street, based on true story, rise and fall, con artist, money, stockbroker, wealthy, drugs, stripping, hedonism, decadence, corrupt, 1980s, sharemarket fraud, financial market, black monday, joyful",915
The Wolverine,6.396,8967,Released,2013-07-23,415440673,126,False,120000000,en,The Wolverine,"Wolverine faces his ultimate nemesis - and tests of his physical, emotional, and mortal limits - in a life-changing voyage to modern-day Japan.","When he's most vulnerable, he's most dangerous.","Action, Science Fiction, Adventure, Fantasy","The Donners' Company, 20th Century Fox",United States of America,"English, Japanese","japan, samurai, world war i, superhero, mutant, based on comic, superhuman, duringcreditsstinger",916
The World's End,6.795,4981,Released,2013-07-18,46089287,109,False,20000000,en,The World's End,Five friends who reunite in an attempt to top their epic pub crawl from 20 years earlier unwittingly become humankind's only hope for survival.,Good food. Fine ales. Total Annihilation.,"Comedy, Action, Science Fiction","Big Talk Productions, Working Title Films",United Kingdom,English,"addiction, alcoholism, end of the world, apocalypse, homage",917
There Will Be Blood,8.085,5985,Released,2007-12-26,77208711,158,False,25000000,en,There Will Be Blood,"Ruthless silver miner, turned oil prospector, Daniel Plainview, moves to oil-rich California. Using his son to project a trustworthy, family-man image, Plainview cons local landowners into selling him their valuable properties for a pittance. However, local preacher Eli Sunday suspects Plainview's motives and intentions, starting a slow-burning feud that threatens both their lives.",There will be greed. There will be vengeance.,Drama,"Paramount Vantage, Miramax, Ghoulardi Film Company",United States of America,English,"california, petrol, sibling relationship, based on novel or book, capitalism, pastor, deaf-mute, american dream, narcissism, fanatic, father, baptism, misanthrophy, money, oil, religion, church, killer, alcoholic, oil industry, child abandonment, character study, bowling alley, sign languages, adopted son, 1900s, personality change, pipeline, milkshake, oilfields",918
There's Something About Mary,6.585,4589,Released,1998-07-15,369884651,119,False,23000000,en,There's Something About Mary,"For Ted, prom night went about as bad as it’s possible for any night to go. Thirteen years later, he finally gets another chance with his old prom date, only to run up against other suitors including the sleazy detective he hired to find her.",Love Is In The Hair.,"Romance, Comedy",20th Century Fox,United States of America,English,"surgeon, romantic comedy, stalker, dream girl, taboo, screwball comedy, frisbee, troubadour, intellectual disability",919
This Is the End,6.222,5941,Released,2013-06-12,126041322,107,False,32000000,en,This Is the End,"While attending a party at James Franco's house, Seth Rogen, Jay Baruchel and many other celebrities are faced with the apocalypse.",Nothing ruins a party like the end of the world.,"Action, Comedy","Columbia Pictures, Mandate Pictures, Point Grey Pictures, Sony Pictures",United States of America,English,"friendship, monster, panic, painting, exorcism, dark comedy, possession, satire, celebrity, friends, end of the world, house party, apocalypse, hollywood, creature, drugs, demon, self-referential, end, claustrophobic, other worldly, biblical, actor playing themself, pineapple express 2",920
Thor,6.768,20023,Released,2011-04-21,449326618,115,False,150000000,en,Thor,"Against his father Odin's will, The Mighty Thor - a powerful but arrogant warrior god - recklessly reignites an ancient war. Thor is cast down to Earth and forced to live among humans as punishment. Once here, Thor learns what it takes to be a true hero when the most dangerous villain of his world sends the darkest forces of Asgard to invade Earth.",Two worlds. One hero.,"Adventure, Fantasy, Action",Marvel Studios,United States of America,English,"new mexico, superhero, redemption, banishment, based on comic, brother against brother, norse mythology, aftercreditsstinger, marvel cinematic universe (mcu), worlds collide, god of thunder, fantasy",921
Thor: Love and Thunder,6.517,6510,Released,2022-07-06,760928081,119,False,250000000,en,Thor: Love and Thunder,"After his retirement is interrupted by Gorr the God Butcher, a galactic killer who seeks the extinction of the gods, Thor Odinson enlists the help of King Valkyrie, Korg, and ex-girlfriend Jane Foster, who now wields Mjolnir as the Mighty Thor. Together they embark upon a harrowing cosmic adventure to uncover the mystery of the God Butcher’s vengeance and stop him before it’s too late.",The one is not the only.,"Fantasy, Action, Comedy","Marvel Studios, Kevin Feige Productions",United States of America,English,"hero, ex-girlfriend, superhero, greek mythology, based on comic, sequel, shadow, norse mythology, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu), heroes, norse god, god of thunder, colorless, child abduction, thor",922
Thor: Ragnarok,7.595,19539,Released,2017-10-02,855301806,131,False,180000000,en,Thor: Ragnarok,"Thor is imprisoned on the other side of the universe and finds himself in a race against time to get back to Asgard to stop Ragnarok, the destruction of his home-world and the end of Asgardian civilization, at the hands of a powerful new threat, the ruthless Hela.",No hammer. No problem.,"Action, Adventure, Science Fiction",Marvel Studios,United States of America,English,"superhero, based on comic, sequel, alien planet, female villain, norse mythology, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu), norse god, loki",923
Thor: The Dark World,6.538,16359,Released,2013-10-30,644783140,112,False,170000000,en,Thor: The Dark World,"Thor fights to restore order across the cosmos… but an ancient race led by the vengeful Malekith returns to plunge the universe back into darkness. Faced with an enemy that even Odin and Asgard cannot withstand, Thor must embark on his most perilous and personal journey yet, one that will reunite him with Jane Foster and force him to sacrifice everything to save us all.",Delve into the darkness,"Action, Adventure, Fantasy",Marvel Studios,United States of America,English,"superhero, based on comic, hostile takeover, norse mythology, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu), mythological place",924
"Three Billboards Outside Ebbing, Missouri",8.081,9418,Released,2017-12-01,160192031,115,False,15000000,en,"Three Billboards Outside Ebbing, Missouri","After seven months have passed without a culprit in her daughter's murder case, Mildred Hayes makes a bold move, painting three signs leading into her town with a controversial message directed at Bill Willoughby, the town's revered chief of police. When his second-in-command Officer Jason Dixon, an immature mother's boy with a penchant for violence, gets involved, the battle between Mildred and Ebbing's law enforcement is only exacerbated.",,"Crime, Drama","Blueprint Pictures, Cutting Edge Group, Fox Searchlight Pictures, Film4 Productions","United Kingdom, United States of America",English,"small town, suicide, police brutality, rape, missouri, dark comedy, alcoholism, murder, arson, cancer, teenage girl, police corruption, racism, anger, billboard, guilty conscience, molotov cocktail, pool hall",925
Titanic,7.9,23637,Released,1997-11-18,2264162353,194,False,200000000,en,Titanic,"101-year-old Rose DeWitt Bukater tells the story of her life aboard the Titanic, 84 years later. A young Rose boards the ship with her mother and fiancé. Meanwhile, Jack Dawson and Fabrizio De Rossi win third-class tickets aboard the ship. Rose tells the whole story from Titanic's departure through to its death—on its first and last voyage—on April 15, 1912.",Nothing on Earth could come between them.,"Drama, Romance","Paramount, 20th Century Fox, Lightstorm Entertainment",United States of America,"English, French, German, Swedish, Italian, Russian","epic, ship, drowning, panic, shipwreck, evacuation, iceberg, titanic, forbidden love, ocean liner, based on true story, rich woman poor man, love, tragedy, tragic love, disaster, historical fiction, class differences, love affair, historical event, lifeboat, star crossed lovers, sinking ship, steerage, rich snob, disaster movie, 1910s, sunken ship, absurd, sinister, romantic, tragic",926
To All the Boys I've Loved Before,7.642,8045,Released,2018-08-16,0,100,False,0,en,To All the Boys I've Loved Before,Lara Jean's love life goes from imaginary to out of control when her secret letters to every boy she's ever fallen for are mysteriously mailed out.,The letters are out.,"Comedy, Romance","Awesomeness Films, Overbrook Entertainment",United States of America,English,"high school, based on novel or book, love letter, romance, first love, lost mother, woman director, sisterhood, pretend relationship, based on young adult novel, asian american",927
Tomb Raider,6.353,7316,Released,2018-03-05,274650803,118,False,94000000,en,Tomb Raider,"Lara Croft, the fiercely independent daughter of a missing adventurer, must push herself beyond her limits when she finds herself on the island where her father disappeared.",Her legend begins.,"Action, Adventure, Fantasy","SQUARE ENIX, GK Films, Metro-Goldwyn-Mayer, Warner Bros. Pictures","Japan, United Kingdom, United States of America",English,"island, treasure hunt, remake, female protagonist, heiress, based on video game, bicycle courier, missing person, reboot, peril, slave labor, father daughter relationship",928
Tomorrowland,6.257,6591,Released,2015-05-19,209154322,130,False,190000000,en,Tomorrowland,"Bound by a shared destiny, a bright, optimistic teen bursting with scientific curiosity and a former boy-genius inventor jaded by disillusionment embark on a danger-filled mission to unearth the secrets of an enigmatic place somewhere in time and space that exists in their collective memory as ""Tomorrowland.""",Imagine a world where nothing is impossible.,"Adventure, Family, Mystery, Science Fiction","Babieka Films, Walt Disney Pictures, A113",United States of America,English,"inventor, apocalypse, destiny, dreamer, futuristic car, futuristic city",929
Top Gun,7.0,7710,Released,1986-05-16,356830601,110,False,15000000,en,Top Gun,"For Lieutenant Pete 'Maverick' Mitchell and his friend and co-pilot Nick 'Goose' Bradshaw, being accepted into an elite training school for fighter pilots is a dream come true. But a tragedy, as well as personal demons, will threaten Pete's dreams of becoming an ace pilot.",Up there with the best of the best.,"Romance, Drama, Action","Paramount, Don Simpson/Jerry Bruckheimer Films",United States of America,English,"dying and death, secret love, lovesickness, airplane, loss of loved one, self-discovery, hostility, fighter pilot, pilot, training camp, battle assignment, u.s. navy, cowardliness, pilot school, based on magazine, newspaper or article",930
Top Gun: Maverick,8.26,7546,Released,2022-05-24,1488732821,131,False,170000000,en,Top Gun: Maverick,"After more than thirty years of service as one of the Navy’s top aviators, and dodging the advancement in rank that would ground him, Pete “Maverick” Mitchell finds himself training a detachment of TOP GUN graduates for a specialized mission the likes of which no living pilot has ever seen.",Feel the need... The need for speed.,"Action, Drama","Skydance, Don Simpson/Jerry Bruckheimer Films, Paramount",United States of America,English,"fighter pilot, u.s. navy, sequel, nuclear weapons, military",931
Total Recall,7.284,5243,Released,1990-06-01,261317921,113,False,65000000,en,Total Recall,"Construction worker Douglas Quaid's obsession with the planet Mars leads him to visit Recall, a company who manufacture memories. Something goes wrong during his memory implant turning Doug's life upside down and even to question what is reality and what isn't.","They stole his mind, now he wants it back.","Action, Adventure, Science Fiction","Carolco Pictures, TriStar Pictures, Ronald Shusett/Gary Goldman",United States of America,English,"double life, planet mars, based on novel or book, oxygen, resistance, telepathy, falsely accused, dystopia, villainess, mutant, hologram, space travel, space colony, utopia, fake identity, secret agent, futuristic, cyberpunk, fictional war, false memory, robot cop, implanted memory, action hero, virtual world, 2080s",932
Total Recall,6.0,5107,Released,2012-08-02,198802074,118,False,125000000,en,Total Recall,"Factory worker Doug Quaid takes a virtual mind-trip vacation with the Rekall company, opting for implanted memories of being a spy. When the procedure goes wrong, Quaid becomes a wanted man by the police and joins forces with a rebel fighter to stop the evil Chancellor Cohaagen.",What Is Real?,"Action, Science Fiction, Thriller","Total Recall, Original Film, Prime Focus, Rekall Productions, Columbia Pictures","Canada, United States of America",English,"dystopia, secret agent, remake, machine gun, resistance fighter, false memory, robot cop, suppression, rebel hero, safe deposit box, british colonialism, smog, gatling gun, center of the earth, implanted memory",933
Toy Story,7.971,17152,Released,1995-10-30,394400000,81,False,30000000,en,Toy Story,"Led by Woody, Andy's toys live happily in his room until Andy's birthday brings Buzz Lightyear onto the scene. Afraid of losing his place in Andy's heart, Woody plots against Buzz. But when circumstances separate Buzz and Woody from their owner, the duo eventually learns to put aside their differences.",Hang on for the comedy that goes to infinity and beyond!,"Animation, Adventure, Family, Comedy",Pixar,United States of America,English,"rescue, friendship, mission, martial arts, jealousy, bullying, elementary school, rivalry, anthropomorphism, friends, computer animation, buddy, walkie talkie, toy car, boy next door, new toy, neighborhood, toy comes to life, resourcefulness",934
Toy Story 2,7.589,12904,Released,1999-10-30,497366869,92,False,90000000,en,Toy Story 2,"Andy heads off to Cowboy Camp, leaving his toys to their own devices. Things shift into high gear when an obsessive toy collector named Al McWhiggen, owner of Al's Toy Barn kidnaps Woody. Andy's toys mount a daring rescue mission, Buzz Lightyear meets his match and Woody has to decide where he and his heart truly belong.",The toys are back!,"Animation, Comedy, Family",Pixar,United States of America,English,"friendship, airplane, museum, prosecution, identity crisis, flea market, collector, sequel, buddy, rescue team, garage sale, duringcreditsstinger, toy comes to life, personification, inanimate objects come to life",935
Toy Story 3,7.792,13777,Released,2010-06-16,1066969703,103,False,200000000,en,Toy Story 3,"Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy.",No toy gets left behind.,"Animation, Family, Comedy","Pixar, Walt Disney Pictures",United States of America,"English, Spanish","escape, hostage, college, sequel, buddy, daycare, teddy bear, duringcreditsstinger, toy comes to life, personification, inanimate objects come to life",936
Toy Story 4,7.5,9093,Released,2019-06-19,1073394593,100,False,175000000,en,Toy Story 4,"Woody has always been confident about his place in the world and that his priority is taking care of his kid, whether that's Andy or Bonnie. But when Bonnie adds a reluctant new toy called ""Forky"" to her room, a road trip adventure alongside old and new friends will show Woody how big the world can be for a toy.",Get Ready to Hit the Road,"Family, Adventure, Animation, Comedy, Fantasy","Walt Disney Pictures, Pixar",United States of America,English,"friendship, cartoon, rescue mission, sequel, buddy, cowboy, duringcreditsstinger, toy comes to life",937
Train to Busan,7.8,6694,Released,2016-07-20,87547518,118,False,8500000,ko,부산행,"When a zombie virus pushes Korea into a state of emergency, those trapped on an express train to Busan must fight for their own survival.",Life-or-death survival begins,"Horror, Thriller, Action, Adventure","Next Entertainment World, RedPeter Film, Contents Panda, Union Investment Partners, KTB Network, Korean Film Council",South Korea,Korean,"zombie, train, survival horror, busan, south korea, south korea",938
